invoice_id,branch,city,category,payment_method,date,unit_price,quantity,rating,profit_margin,total_price,year,month
8643,WALM099,Weatherford,Home and lifestyle,Cash,2023-09-12,41.0,2.0,3.0,0.18,82.0,2023,september
8644,WALM046,Temple,Fashion accessories,Cash,2020-11-23,83.0,3.0,6.0,0.48,249.0,2020,november
8645,WALM082,Weslaco,Home and lifestyle,Cash,2023-12-19,30.0,2.0,5.0,0.33,60.0,2023,december
8646,WALM038,Sugar Land,Fashion accessories,Cash,2022-09-12,26.0,1.0,4.0,0.48,26.0,2022,september
8647,WALM074,Weslaco,Home and lifestyle,Cash,2020-12-14,83.0,3.0,5.0,0.33,249.0,2020,december
8648,WALM035,San Angelo,Fashion accessories,Cash,2020-11-28,30.0,2.0,6.0,0.48,60.0,2020,november
8649,WALM065,Texas City,Home and lifestyle,Cash,2021-03-12,80.0,1.0,3.0,0.33,80.0,2021,march
8650,WALM086,Rosenberg,Fashion accessories,Cash,2021-12-25,48.0,1.0,7.0,0.33,48.0,2021,december
8651,WALM038,Sugar Land,Home and lifestyle,Cash,2022-10-12,70.0,1.0,6.0,0.48,70.0,2022,october
8652,WALM087,Waxahachie,Fashion accessories,Cash,2022-11-24,29.0,1.0,7.0,0.33,29.0,2022,november
8653,WALM050,Victoria,Home and lifestyle,Ewallet,2023-11-18,39.0,3.0,3.0,0.48,117.0,2023,november
8654,WALM035,San Angelo,Fashion accessories,Cash,2021-05-12,32.0,3.0,6.0,0.48,96.0,2021,may
8655,WALM056,Rowlett,Home and lifestyle,Cash,2022-12-16,72.0,2.0,7.0,0.33,144.0,2022,december
8656,WALM029,Round Rock,Fashion accessories,Cash,2023-12-25,18.0,2.0,5.0,0.48,36.0,2023,december
8657,WALM009,Plano,Home and lifestyle,Cash,2020-11-12,41.0,2.0,4.0,0.48,82.0,2020,november
8658,WALM025,Waco,Fashion accessories,Cash,2021-12-25,36.0,3.0,7.0,0.48,108.0,2021,december
8659,WALM099,Weatherford,Home and lifestyle,Cash,2020-01-12,18.0,1.0,7.0,0.18,18.0,2020,january
8660,WALM074,Weslaco,Fashion accessories,Cash,2022-11-11,24.0,2.0,4.0,0.33,48.0,2022,november
8661,WALM073,Seguin,Home and lifestyle,Cash,2023-12-23,64.0,3.0,5.0,0.33,192.0,2023,december
8662,WALM046,Temple,Fashion accessories,Cash,2020-11-17,59.0,3.0,5.0,0.48,177.0,2020,november
8663,WALM030,Richardson,Home and lifestyle,Cash,2022-09-12,48.0,2.0,5.0,0.48,96.0,2022,september
8664,WALM058,Port Arthur,Fashion accessories,Cash,2021-12-18,53.0,2.0,6.0,0.33,106.0,2021,december
8665,WALM087,Waxahachie,Home and lifestyle,Cash,2020-11-19,67.0,3.0,3.0,0.33,201.0,2020,november
8666,WALM032,Tyler,Fashion accessories,Cash,2023-10-12,71.0,2.0,3.0,0.48,142.0,2023,october
8667,WALM084,Schertz,Home and lifestyle,Cash,2023-02-12,81.0,2.0,6.0,0.33,162.0,2023,febuary
8668,WALM089,Southlake,Fashion accessories,Cash,2020-11-30,72.0,1.0,7.0,0.33,72.0,2020,november
8669,WALM038,Sugar Land,Home and lifestyle,Cash,2021-11-15,79.0,3.0,6.0,0.48,237.0,2021,november
8670,WALM069,Rockwall,Fashion accessories,Cash,2023-11-12,58.0,3.0,3.0,0.33,174.0,2023,november
8671,WALM086,Rosenberg,Home and lifestyle,Cash,2022-12-22,35.0,2.0,7.0,0.33,70.0,2022,december
8672,WALM084,Schertz,Fashion accessories,Cash,2022-12-11,72.0,1.0,3.0,0.33,72.0,2022,december
8673,WALM087,Waxahachie,Home and lifestyle,Cash,2020-09-12,69.0,2.0,6.0,0.33,138.0,2020,september
8674,WALM099,Weatherford,Fashion accessories,Cash,2021-10-11,37.0,1.0,6.0,0.18,37.0,2021,october
8675,WALM029,Round Rock,Home and lifestyle,Cash,2020-12-22,34.0,2.0,7.0,0.48,68.0,2020,december
8676,WALM035,San Angelo,Fashion accessories,Cash,2020-11-29,30.0,3.0,5.0,0.48,90.0,2020,november
8677,WALM030,Richardson,Home and lifestyle,Cash,2023-11-13,40.0,2.0,5.0,0.48,80.0,2023,november
8678,WALM009,Plano,Fashion accessories,Cash,2022-11-28,39.0,2.0,3.0,0.48,78.0,2022,november
8679,WALM074,Weslaco,Home and lifestyle,Cash,2023-11-19,69.0,1.0,6.0,0.33,69.0,2023,november
8680,WALM009,Plano,Fashion accessories,Cash,2022-12-17,33.0,1.0,5.0,0.48,33.0,2022,december
8681,WALM084,Schertz,Home and lifestyle,Cash,2021-05-11,76.0,1.0,5.0,0.33,76.0,2021,may
8682,WALM065,Texas City,Fashion accessories,Cash,2023-11-18,46.0,3.0,3.0,0.33,138.0,2023,november
8683,WALM025,Waco,Home and lifestyle,Cash,2023-12-24,80.0,1.0,3.0,0.48,80.0,2023,december
8684,WALM009,Plano,Fashion accessories,Cash,2021-12-25,57.0,2.0,4.0,0.48,114.0,2021,december
8685,WALM032,Tyler,Home and lifestyle,Cash,2021-11-17,59.0,1.0,5.0,0.48,59.0,2021,november
8686,WALM054,Sherman,Fashion accessories,Cash,2023-11-30,82.0,2.0,6.0,0.21,164.0,2023,november
8687,WALM058,Port Arthur,Home and lifestyle,Cash,2021-02-11,18.0,2.0,4.0,0.33,36.0,2021,febuary
8688,WALM065,Texas City,Fashion accessories,Cash,2022-12-24,32.0,1.0,6.0,0.33,32.0,2022,december
8689,WALM099,Weatherford,Home and lifestyle,Cash,2022-10-12,34.0,3.0,5.0,0.18,102.0,2022,october
8690,WALM082,Weslaco,Fashion accessories,Cash,2020-11-22,59.0,2.0,4.0,0.33,118.0,2020,november
8691,WALM084,Schertz,Home and lifestyle,Cash,2022-12-16,20.0,1.0,7.0,0.33,20.0,2022,december
8692,WALM030,Richardson,Fashion accessories,Cash,2020-11-25,79.0,3.0,3.0,0.48,237.0,2020,november
8693,WALM054,Sherman,Home and lifestyle,Cash,2022-12-11,81.0,2.0,3.0,0.21,162.0,2022,december
8694,WALM075,San Marcos,Fashion accessories,Cash,2021-01-12,36.0,3.0,4.0,0.33,108.0,2021,january
8695,WALM055,Waxahachie,Home and lifestyle,Cash,2020-03-12,64.0,3.0,4.0,0.33,192.0,2020,march
8696,WALM065,Texas City,Fashion accessories,Cash,2023-12-31,21.0,2.0,6.0,0.33,42.0,2023,december
8697,WALM069,Rockwall,Home and lifestyle,Cash,2023-11-12,79.0,3.0,5.0,0.33,237.0,2023,november
8698,WALM009,Plano,Fashion accessories,Cash,2023-11-21,73.0,1.0,3.0,0.48,73.0,2023,november
8699,WALM035,San Angelo,Home and lifestyle,Cash,2022-12-20,46.0,3.0,4.0,0.48,138.0,2022,december
8700,WALM029,Round Rock,Fashion accessories,Cash,2021-05-11,59.0,1.0,5.0,0.48,59.0,2021,may
8701,WALM089,Southlake,Home and lifestyle,Cash,2022-11-15,54.0,3.0,3.0,0.33,162.0,2022,november
8702,WALM030,Richardson,Fashion accessories,Cash,2021-12-11,55.0,2.0,5.0,0.48,110.0,2021,december
8703,WALM038,Sugar Land,Home and lifestyle,Cash,2021-11-20,32.0,1.0,7.0,0.48,32.0,2021,november
8704,WALM035,San Angelo,Fashion accessories,Cash,2023-12-26,30.0,3.0,3.0,0.48,90.0,2023,december
8705,WALM087,Waxahachie,Home and lifestyle,Cash,2020-05-11,37.0,3.0,5.0,0.33,111.0,2020,may
8706,WALM086,Rosenberg,Fashion accessories,Cash,2021-11-11,28.0,2.0,3.0,0.33,56.0,2021,november
8707,WALM086,Rosenberg,Home and lifestyle,Cash,2023-11-17,70.0,1.0,6.0,0.33,70.0,2023,november
8708,WALM003,San Antonio,Fashion accessories,Cash,2023-04-12,75.0,3.0,5.0,0.48,225.0,2023,april
8709,WALM082,Weslaco,Home and lifestyle,Cash,2021-01-12,85.0,2.0,7.0,0.33,170.0,2021,january
8710,WALM030,Richardson,Fashion accessories,Cash,2023-12-12,71.0,2.0,4.0,0.48,142.0,2023,december
8711,WALM069,Rockwall,Home and lifestyle,Cash,2023-12-27,67.0,2.0,3.0,0.33,134.0,2023,december
8712,WALM073,Seguin,Fashion accessories,Cash,2020-12-20,71.0,2.0,3.0,0.33,142.0,2020,december
8713,WALM069,Rockwall,Home and lifestyle,Cash,2021-12-18,46.0,3.0,6.0,0.33,138.0,2021,december
8714,WALM086,Rosenberg,Fashion accessories,Cash,2020-12-29,30.0,2.0,4.0,0.33,60.0,2020,december
8715,WALM084,Schertz,Home and lifestyle,Cash,2022-06-12,62.0,3.0,6.0,0.33,186.0,2022,june
8716,WALM038,Sugar Land,Fashion accessories,Cash,2021-11-11,51.0,2.0,7.0,0.48,102.0,2021,november
8717,WALM032,Tyler,Home and lifestyle,Cash,2022-12-16,65.0,2.0,6.0,0.48,130.0,2022,december
8718,WALM099,Weatherford,Fashion accessories,Cash,2020-11-11,17.0,3.0,5.0,0.18,51.0,2020,november
8719,WALM087,Waxahachie,Home and lifestyle,Cash,2021-11-28,69.0,3.0,3.0,0.33,207.0,2021,november
8720,WALM032,Tyler,Fashion accessories,Cash,2021-12-18,30.0,2.0,3.0,0.48,60.0,2021,december
8721,WALM003,San Antonio,Home and lifestyle,Cash,2021-11-14,25.0,1.0,5.0,0.48,25.0,2021,november
8722,WALM054,Sherman,Fashion accessories,Cash,2022-01-12,23.0,1.0,6.0,0.21,23.0,2022,january
8723,WALM030,Richardson,Home and lifestyle,Cash,2023-12-25,23.0,3.0,6.0,0.48,69.0,2023,december
8724,WALM084,Schertz,Fashion accessories,Cash,2022-11-20,58.0,3.0,7.0,0.33,174.0,2022,november
8725,WALM050,Victoria,Home and lifestyle,Ewallet,2023-12-19,73.0,1.0,5.0,0.48,73.0,2023,december
8726,WALM082,Weslaco,Fashion accessories,Cash,2020-12-17,52.0,1.0,6.0,0.33,52.0,2020,december
8727,WALM003,San Antonio,Home and lifestyle,Cash,2023-05-11,54.0,2.0,4.0,0.48,108.0,2023,may
8728,WALM084,Schertz,Fashion accessories,Cash,2022-11-28,35.0,3.0,5.0,0.33,105.0,2022,november
8729,WALM038,Sugar Land,Home and lifestyle,Cash,2022-12-13,85.0,1.0,5.0,0.48,85.0,2022,december
8730,WALM054,Sherman,Fashion accessories,Cash,2020-12-21,75.0,2.0,6.0,0.21,150.0,2020,december
8731,WALM029,Round Rock,Home and lifestyle,Cash,2020-07-11,45.0,3.0,3.0,0.48,135.0,2020,july
8732,WALM046,Temple,Fashion accessories,Cash,2020-11-21,33.0,1.0,6.0,0.48,33.0,2020,november
8733,WALM030,Richardson,Home and lifestyle,Cash,2022-10-11,56.0,2.0,6.0,0.48,112.0,2022,october
8734,WALM032,Tyler,Fashion accessories,Cash,2021-03-12,85.0,1.0,7.0,0.48,85.0,2021,march
8735,WALM084,Schertz,Home and lifestyle,Cash,2020-06-12,26.0,2.0,7.0,0.33,52.0,2020,june
8736,WALM003,San Antonio,Fashion accessories,Cash,2022-12-27,15.0,1.0,4.0,0.48,15.0,2022,december
8737,WALM087,Waxahachie,Home and lifestyle,Cash,2022-12-31,34.0,3.0,7.0,0.33,102.0,2022,december
8738,WALM030,Richardson,Fashion accessories,Cash,2020-11-18,20.0,2.0,7.0,0.48,40.0,2020,november
8739,WALM054,Sherman,Home and lifestyle,Cash,2023-11-23,42.0,3.0,6.0,0.21,126.0,2023,november
8740,WALM099,Weatherford,Fashion accessories,Cash,2023-12-29,43.0,2.0,6.0,0.18,86.0,2023,december
8741,WALM055,Waxahachie,Home and lifestyle,Cash,2023-12-14,20.0,3.0,7.0,0.33,60.0,2023,december
8742,WALM089,Southlake,Fashion accessories,Cash,2022-02-11,83.0,1.0,5.0,0.33,83.0,2022,febuary
8743,WALM069,Rockwall,Home and lifestyle,Cash,2022-11-22,53.0,3.0,5.0,0.33,159.0,2022,november
8744,WALM046,Temple,Fashion accessories,Cash,2022-12-11,17.0,3.0,5.0,0.48,51.0,2022,december
8745,WALM032,Tyler,Home and lifestyle,Cash,2022-11-16,26.0,1.0,4.0,0.48,26.0,2022,november
8746,WALM084,Schertz,Fashion accessories,Cash,2021-11-25,38.0,2.0,6.0,0.33,76.0,2021,november
8747,WALM003,San Antonio,Home and lifestyle,Cash,2023-08-11,63.0,3.0,7.0,0.48,189.0,2023,august
8748,WALM046,Temple,Fashion accessories,Cash,2021-11-27,57.0,2.0,4.0,0.48,114.0,2021,november
8749,WALM074,Weslaco,Home and lifestyle,Cash,2023-08-11,34.0,2.0,5.0,0.33,68.0,2023,august
8750,WALM099,Weatherford,Fashion accessories,Cash,2021-12-29,20.0,2.0,6.0,0.18,40.0,2021,december
8751,WALM087,Waxahachie,Home and lifestyle,Cash,2021-11-24,62.0,1.0,4.0,0.33,62.0,2021,november
8752,WALM065,Texas City,Fashion accessories,Cash,2023-04-12,30.0,2.0,3.0,0.33,60.0,2023,april
8753,WALM065,Texas City,Home and lifestyle,Cash,2021-11-11,64.0,1.0,5.0,0.33,64.0,2021,november
8754,WALM055,Waxahachie,Fashion accessories,Cash,2023-02-12,34.0,2.0,4.0,0.33,68.0,2023,febuary
8755,WALM038,Sugar Land,Home and lifestyle,Cash,2020-01-12,44.0,1.0,3.0,0.48,44.0,2020,january
8756,WALM073,Seguin,Fashion accessories,Cash,2021-07-11,45.0,2.0,6.0,0.33,90.0,2021,july
8757,WALM058,Port Arthur,Home and lifestyle,Cash,2023-11-29,15.0,1.0,4.0,0.33,15.0,2023,november
8758,WALM087,Waxahachie,Fashion accessories,Cash,2022-11-18,42.0,3.0,5.0,0.33,126.0,2022,november
8759,WALM025,Waco,Home and lifestyle,Cash,2022-11-19,72.0,3.0,4.0,0.48,216.0,2022,november
8760,WALM035,San Angelo,Fashion accessories,Cash,2020-12-23,55.0,1.0,5.0,0.48,55.0,2020,december
8761,WALM065,Texas City,Home and lifestyle,Cash,2020-06-11,18.0,3.0,3.0,0.33,54.0,2020,june
8762,WALM086,Rosenberg,Fashion accessories,Cash,2022-11-13,51.0,2.0,6.0,0.33,102.0,2022,november
8763,WALM075,San Marcos,Home and lifestyle,Cash,2020-01-11,46.0,1.0,4.0,0.33,46.0,2020,january
8764,WALM055,Waxahachie,Fashion accessories,Cash,2023-11-30,42.0,3.0,3.0,0.33,126.0,2023,november
8765,WALM073,Seguin,Home and lifestyle,Cash,2023-01-12,23.0,3.0,3.0,0.33,69.0,2023,january
8766,WALM029,Round Rock,Fashion accessories,Cash,2022-11-14,15.0,2.0,6.0,0.48,30.0,2022,november
8767,WALM038,Sugar Land,Home and lifestyle,Cash,2021-06-12,27.0,3.0,6.0,0.48,81.0,2021,june
8768,WALM054,Sherman,Fashion accessories,Cash,2020-11-25,49.0,2.0,4.0,0.21,98.0,2020,november
8769,WALM084,Schertz,Home and lifestyle,Cash,2023-12-12,59.0,3.0,3.0,0.33,177.0,2023,december
8770,WALM029,Round Rock,Fashion accessories,Cash,2021-11-20,74.0,2.0,6.0,0.48,148.0,2021,november
8771,WALM055,Waxahachie,Home and lifestyle,Cash,2023-12-29,74.0,2.0,7.0,0.33,148.0,2023,december
8772,WALM035,San Angelo,Fashion accessories,Cash,2021-11-30,79.0,2.0,3.0,0.48,158.0,2021,november
8773,WALM054,Sherman,Home and lifestyle,Cash,2021-11-17,75.0,3.0,6.0,0.21,225.0,2021,november
8774,WALM058,Port Arthur,Fashion accessories,Cash,2021-08-11,73.0,1.0,6.0,0.33,73.0,2021,august
8775,WALM074,Weslaco,Home and lifestyle,Cash,2022-12-18,84.0,2.0,6.0,0.33,168.0,2022,december
8776,WALM054,Sherman,Fashion accessories,Cash,2021-12-28,35.0,1.0,6.0,0.21,35.0,2021,december
8777,WALM032,Tyler,Home and lifestyle,Cash,2020-01-12,62.0,1.0,4.0,0.48,62.0,2020,january
8778,WALM009,Plano,Fashion accessories,Cash,2021-04-12,45.0,2.0,5.0,0.48,90.0,2021,april
8779,WALM074,Weslaco,Home and lifestyle,Cash,2021-08-12,77.0,3.0,3.0,0.33,231.0,2021,august
8780,WALM029,Round Rock,Fashion accessories,Cash,2023-07-12,29.0,3.0,3.0,0.48,87.0,2023,july
8781,WALM073,Seguin,Home and lifestyle,Cash,2022-02-12,73.0,1.0,5.0,0.33,73.0,2022,febuary
8782,WALM058,Port Arthur,Fashion accessories,Cash,2021-12-21,20.0,2.0,3.0,0.33,40.0,2021,december
8783,WALM089,Southlake,Home and lifestyle,Cash,2023-12-17,48.0,1.0,7.0,0.33,48.0,2023,december
8784,WALM086,Rosenberg,Fashion accessories,Cash,2023-11-26,18.0,2.0,6.0,0.33,36.0,2023,november
8785,WALM050,Victoria,Home and lifestyle,Credit card,2022-03-12,35.0,3.0,3.0,0.48,105.0,2022,march
8786,WALM084,Schertz,Fashion accessories,Cash,2023-11-24,77.0,1.0,3.0,0.33,77.0,2023,november
8787,WALM069,Rockwall,Home and lifestyle,Cash,2023-09-11,83.0,1.0,3.0,0.33,83.0,2023,september
8788,WALM003,San Antonio,Fashion accessories,Cash,2023-09-11,84.0,2.0,3.0,0.48,168.0,2023,september
8789,WALM058,Port Arthur,Home and lifestyle,Cash,2022-12-23,47.0,1.0,4.0,0.33,47.0,2022,december
8790,WALM035,San Angelo,Fashion accessories,Cash,2022-07-11,58.0,2.0,4.0,0.48,116.0,2022,july
8791,WALM099,Weatherford,Home and lifestyle,Cash,2022-04-11,22.0,2.0,7.0,0.18,44.0,2022,april
8792,WALM084,Schertz,Fashion accessories,Cash,2020-05-12,66.0,1.0,7.0,0.33,66.0,2020,may
8793,WALM065,Texas City,Home and lifestyle,Cash,2022-12-24,71.0,3.0,4.0,0.33,213.0,2022,december
8794,WALM003,San Antonio,Fashion accessories,Cash,2023-12-14,74.0,2.0,6.0,0.48,148.0,2023,december
8795,WALM087,Waxahachie,Home and lifestyle,Cash,2022-07-12,84.0,3.0,6.0,0.33,252.0,2022,july
8796,WALM073,Seguin,Fashion accessories,Cash,2020-12-13,38.0,3.0,6.0,0.33,114.0,2020,december
8797,WALM056,Rowlett,Home and lifestyle,Cash,2020-09-12,84.0,1.0,3.0,0.33,84.0,2020,september
8798,WALM074,Weslaco,Fashion accessories,Cash,2023-12-25,21.0,1.0,5.0,0.33,21.0,2023,december
8799,WALM030,Richardson,Home and lifestyle,Cash,2021-11-19,48.0,1.0,3.0,0.48,48.0,2021,november
8800,WALM087,Waxahachie,Fashion accessories,Cash,2022-11-28,64.0,1.0,7.0,0.33,64.0,2022,november
8801,WALM003,San Antonio,Home and lifestyle,Cash,2023-11-14,82.0,3.0,7.0,0.48,246.0,2023,november
8802,WALM084,Schertz,Fashion accessories,Cash,2023-04-11,64.0,3.0,6.0,0.33,192.0,2023,april
8803,WALM055,Waxahachie,Home and lifestyle,Cash,2022-08-11,60.0,3.0,5.0,0.33,180.0,2022,august
8804,WALM084,Schertz,Fashion accessories,Cash,2023-11-15,65.0,2.0,4.0,0.33,130.0,2023,november
8805,WALM086,Rosenberg,Home and lifestyle,Cash,2023-12-16,83.0,1.0,6.0,0.33,83.0,2023,december
8806,WALM003,San Antonio,Fashion accessories,Cash,2021-09-11,71.0,3.0,6.0,0.48,213.0,2021,september
8807,WALM065,Texas City,Home and lifestyle,Cash,2023-04-11,24.0,1.0,4.0,0.33,24.0,2023,april
8808,WALM003,San Antonio,Fashion accessories,Cash,2022-12-26,42.0,2.0,4.0,0.48,84.0,2022,december
8809,WALM089,Southlake,Home and lifestyle,Cash,2023-06-11,28.0,3.0,4.0,0.33,84.0,2023,june
8810,WALM056,Rowlett,Fashion accessories,Cash,2021-03-11,28.0,2.0,4.0,0.33,56.0,2021,march
8811,WALM003,San Antonio,Home and lifestyle,Cash,2021-12-18,67.0,1.0,7.0,0.48,67.0,2021,december
8812,WALM009,Plano,Fashion accessories,Cash,2023-12-19,81.0,1.0,3.0,0.48,81.0,2023,december
8813,WALM038,Sugar Land,Home and lifestyle,Cash,2021-11-11,32.0,2.0,3.0,0.48,64.0,2021,november
8814,WALM058,Port Arthur,Fashion accessories,Cash,2021-07-11,62.0,2.0,4.0,0.33,124.0,2021,july
8815,WALM029,Round Rock,Home and lifestyle,Cash,2021-10-11,78.0,1.0,5.0,0.48,78.0,2021,october
8816,WALM084,Schertz,Fashion accessories,Cash,2021-12-27,57.0,3.0,4.0,0.33,171.0,2021,december
8817,WALM055,Waxahachie,Home and lifestyle,Cash,2023-02-12,34.0,1.0,4.0,0.33,34.0,2023,febuary
8818,WALM086,Rosenberg,Fashion accessories,Cash,2022-09-11,47.0,2.0,3.0,0.33,94.0,2022,september
8819,WALM086,Rosenberg,Home and lifestyle,Cash,2022-11-15,84.0,2.0,6.0,0.33,168.0,2022,november
8820,WALM069,Rockwall,Fashion accessories,Cash,2023-01-12,73.0,3.0,5.0,0.33,219.0,2023,january
8821,WALM084,Schertz,Home and lifestyle,Cash,2022-11-21,65.0,1.0,5.0,0.33,65.0,2022,november
8822,WALM058,Port Arthur,Fashion accessories,Cash,2021-10-11,61.0,2.0,6.0,0.33,122.0,2021,october
8823,WALM075,San Marcos,Home and lifestyle,Cash,2021-11-19,36.0,2.0,4.0,0.33,72.0,2021,november
8824,WALM087,Waxahachie,Fashion accessories,Cash,2020-06-11,56.0,2.0,3.0,0.33,112.0,2020,june
8825,WALM073,Seguin,Home and lifestyle,Cash,2021-11-20,21.0,1.0,5.0,0.33,21.0,2021,november
8826,WALM035,San Angelo,Fashion accessories,Cash,2020-01-11,36.0,2.0,6.0,0.48,72.0,2020,january
8827,WALM030,Richardson,Home and lifestyle,Cash,2022-11-20,57.0,2.0,4.0,0.48,114.0,2022,november
8828,WALM084,Schertz,Fashion accessories,Cash,2023-11-19,70.0,2.0,3.0,0.33,140.0,2023,november
8829,WALM003,San Antonio,Home and lifestyle,Cash,2022-12-24,50.0,2.0,7.0,0.48,100.0,2022,december
8830,WALM056,Rowlett,Fashion accessories,Cash,2022-10-11,21.0,3.0,3.0,0.33,63.0,2022,october
8831,WALM073,Seguin,Home and lifestyle,Cash,2023-07-12,69.0,2.0,7.0,0.33,138.0,2023,july
8832,WALM030,Richardson,Fashion accessories,Cash,2021-11-20,78.0,2.0,6.0,0.48,156.0,2021,november
8833,WALM082,Weslaco,Home and lifestyle,Cash,2023-11-18,46.0,2.0,7.0,0.33,92.0,2023,november
8834,WALM038,Sugar Land,Fashion accessories,Cash,2020-12-14,43.0,1.0,4.0,0.48,43.0,2020,december
8835,WALM032,Tyler,Home and lifestyle,Cash,2021-12-13,71.0,1.0,7.0,0.48,71.0,2021,december
8836,WALM056,Rowlett,Fashion accessories,Cash,2022-12-16,40.0,3.0,6.0,0.33,120.0,2022,december
8837,WALM075,San Marcos,Home and lifestyle,Cash,2020-12-22,52.0,2.0,6.0,0.33,104.0,2020,december
8838,WALM087,Waxahachie,Fashion accessories,Cash,2023-08-11,83.0,1.0,7.0,0.33,83.0,2023,august
8839,WALM025,Waco,Home and lifestyle,Cash,2020-11-21,37.0,3.0,7.0,0.48,111.0,2020,november
8840,WALM065,Texas City,Fashion accessories,Cash,2020-11-20,15.0,1.0,3.0,0.33,15.0,2020,november
8841,WALM038,Sugar Land,Home and lifestyle,Cash,2023-12-19,52.0,1.0,4.0,0.48,52.0,2023,december
8842,WALM035,San Angelo,Fashion accessories,Cash,2021-04-11,24.0,3.0,4.0,0.48,72.0,2021,april
8843,WALM054,Sherman,Home and lifestyle,Cash,2021-01-11,39.0,3.0,6.0,0.21,117.0,2021,january
8844,WALM073,Seguin,Fashion accessories,Cash,2020-01-11,77.0,2.0,4.0,0.33,154.0,2020,january
8845,WALM030,Richardson,Home and lifestyle,Cash,2022-12-25,69.0,3.0,4.0,0.48,207.0,2022,december
8846,WALM055,Waxahachie,Fashion accessories,Cash,2020-11-15,63.0,1.0,6.0,0.33,63.0,2020,november
8847,WALM032,Tyler,Home and lifestyle,Cash,2022-12-17,67.0,2.0,5.0,0.48,134.0,2022,december
8848,WALM073,Seguin,Fashion accessories,Cash,2022-05-11,17.0,3.0,4.0,0.33,51.0,2022,may
8849,WALM035,San Angelo,Home and lifestyle,Cash,2023-08-12,38.0,1.0,7.0,0.48,38.0,2023,august
8850,WALM035,San Angelo,Fashion accessories,Cash,2020-09-11,64.0,2.0,6.0,0.48,128.0,2020,september
8851,WALM032,Tyler,Home and lifestyle,Cash,2021-01-12,60.0,2.0,7.0,0.48,120.0,2021,january
8852,WALM046,Temple,Fashion accessories,Cash,2023-11-23,20.0,2.0,3.0,0.48,40.0,2023,november
8853,WALM054,Sherman,Home and lifestyle,Cash,2020-10-11,26.0,1.0,6.0,0.21,26.0,2020,october
8854,WALM074,Weslaco,Fashion accessories,Cash,2023-12-11,62.0,2.0,5.0,0.33,124.0,2023,december
8855,WALM058,Port Arthur,Home and lifestyle,Cash,2021-11-21,46.0,2.0,5.0,0.33,92.0,2021,november
8856,WALM009,Plano,Fashion accessories,Cash,2021-01-12,25.0,2.0,4.0,0.48,50.0,2021,january
8857,WALM050,Victoria,Home and lifestyle,Credit card,2023-12-17,76.0,2.0,3.0,0.48,152.0,2023,december
8858,WALM089,Southlake,Fashion accessories,Cash,2022-11-11,51.0,3.0,4.0,0.33,153.0,2022,november
8859,WALM073,Seguin,Home and lifestyle,Cash,2021-12-24,71.0,2.0,3.0,0.33,142.0,2021,december
8860,WALM038,Sugar Land,Fashion accessories,Cash,2021-05-12,51.0,2.0,4.0,0.48,102.0,2021,may
8861,WALM009,Plano,Home and lifestyle,Cash,2020-11-15,64.0,2.0,5.0,0.48,128.0,2020,november
8862,WALM086,Rosenberg,Fashion accessories,Cash,2021-07-09,58.0,2.0,6.0,0.33,116.0,2021,july
8863,WALM069,Rockwall,Home and lifestyle,Cash,2023-07-27,84.0,3.0,6.0,0.33,252.0,2023,july
8864,WALM075,San Marcos,Fashion accessories,Cash,2020-07-24,25.0,2.0,5.0,0.33,50.0,2020,july
8865,WALM099,Weatherford,Home and lifestyle,Cash,2023-04-13,17.0,3.0,5.0,0.18,51.0,2023,april
8866,WALM099,Weatherford,Fashion accessories,Cash,2022-04-26,61.0,3.0,5.0,0.18,183.0,2022,april
8867,WALM084,Schertz,Home and lifestyle,Cash,2022-07-08,34.0,2.0,4.0,0.33,68.0,2022,july
8868,WALM038,Sugar Land,Fashion accessories,Cash,2023-10-15,72.0,1.0,3.0,0.48,72.0,2023,october
8869,WALM082,Weslaco,Home and lifestyle,Cash,2022-06-17,64.0,3.0,6.0,0.33,192.0,2022,june
8870,WALM073,Seguin,Fashion accessories,Cash,2022-09-15,57.0,1.0,4.0,0.33,57.0,2022,september
8871,WALM055,Waxahachie,Home and lifestyle,Cash,2023-06-01,34.0,3.0,3.0,0.33,102.0,2023,june
8872,WALM030,Richardson,Fashion accessories,Cash,2022-03-16,24.0,1.0,7.0,0.48,24.0,2022,march
8873,WALM086,Rosenberg,Home and lifestyle,Cash,2022-01-02,58.0,3.0,6.0,0.33,174.0,2022,january
8874,WALM003,San Antonio,Fashion accessories,Cash,2020-08-03,52.0,2.0,6.0,0.48,104.0,2020,august
8875,WALM069,Rockwall,Home and lifestyle,Cash,2021-09-24,15.0,1.0,3.0,0.33,15.0,2021,september
8876,WALM058,Port Arthur,Fashion accessories,Cash,2020-12-17,61.0,3.0,6.0,0.33,183.0,2020,december
8877,WALM084,Schertz,Home and lifestyle,Cash,2020-07-15,41.0,1.0,7.0,0.33,41.0,2020,july
8878,WALM099,Weatherford,Fashion accessories,Cash,2021-04-04,48.0,2.0,3.0,0.18,96.0,2021,april
8879,WALM050,Victoria,Home and lifestyle,Credit card,2022-06-14,36.0,3.0,4.0,0.48,108.0,2022,june
8880,WALM058,Port Arthur,Fashion accessories,Cash,2021-09-15,57.0,2.0,6.0,0.33,114.0,2021,september
8881,WALM046,Temple,Home and lifestyle,Cash,2023-09-21,56.0,3.0,3.0,0.48,168.0,2023,september
